organism,pref_name,target_type,gene_target
Homo sapiens,Eukaryotic initiation factor 4A-III,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 C,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 K,SINGLE PROTEIN,AR
Homo sapiens,Parathyroid hormone 2 receptor,SINGLE PROTEIN,AR
Homo sapiens,DCN1-like protein 1,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 5B,SINGLE PROTEIN,AR
Homo sapiens,ADP/ATP translocase 3,SINGLE PROTEIN,AR
Homo sapiens,Actin-related protein 3,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 5A-1,SINGLE PROTEIN,AR
Rattus norvegicus,Sigma intracellular receptor 2,SINGLE PROTEIN,AR
Mus musculus,Extracellular calcium-sensing receptor,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 L3,SINGLE PROTEIN,AR
Mus musculus,Homeobox protein Nkx-2.5,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 E1,SINGLE PROTEIN,AR
Homo sapiens,Uncharacterized aarF domain-containing protein kinase 1,SINGLE PROTEIN,AR
Homo sapiens,Uncharacterized aarF domain-containing protein kinase 5,SINGLE PROTEIN,AR
Homo sapiens,Septin-9,SINGLE PROTEIN,AR
Homo sapiens,Sigma intracellular receptor 2,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 D3,SINGLE PROTEIN,AR
Rattus norvegicus,Bile acid receptor,SINGLE PROTEIN,AR
Mus musculus,Proto-oncogene c-Fos,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,SINGLE PROTEIN,AR
Homo sapiens,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,SINGLE PROTEIN,AR
Homo sapiens,ELAV-like protein 3,SINGLE PROTEIN,AR
Homo sapiens,Uncharacterized protein FLJ45252,SINGLE PROTEIN,AR
Homo sapiens,Signal recognition particle receptor subunit alpha,SINGLE PROTEIN,AR
Homo sapiens,"Cysteine--tRNA ligase, cytoplasmic",SINGLE PROTEIN,AR
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Carboxylic ester hydrolase,SINGLE PROTEIN,AR
Homo sapiens,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,SINGLE PROTEIN,AR
Rattus norvegicus,Eukaryotic translation initiation factor 2-alpha kinase 3,SINGLE PROTEIN,AR
Staphylococcus aureus (strain Mu50 / ATCC 700699),Signal transduction protein TRAP,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 H,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic initiation factor 4A-II,SINGLE PROTEIN,AR
Mus musculus,Liver carboxylesterase 1,SINGLE PROTEIN,AR
Equus caballus,Carbonic anhydrase 1,SINGLE PROTEIN,AR
Homo sapiens,CCR4-NOT transcription complex subunit 6-like,SINGLE PROTEIN,AR
Canis lupus familiaris,Glucocorticoid receptor,SINGLE PROTEIN,AR
Homo sapiens,Myocilin,SINGLE PROTEIN,AR
Homo sapiens,Phenylalanine--tRNA ligase beta subunit,SINGLE PROTEIN,AR
Homo sapiens,U5 small nuclear ribonucleoprotein 200 kDa helicase,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,SINGLE PROTEIN,AR
Rattus norvegicus,Asc-type amino acid transporter 1,SINGLE PROTEIN,AR
Sus scrofa,Carboxylic ester hydrolase,SINGLE PROTEIN,AR
Homo sapiens,Mono [ADP-ribose] polymerase PARP16,SINGLE PROTEIN,AR
Homo sapiens,Transcription factor Dp-2,SINGLE PROTEIN,AR
Trypanosoma brucei brucei,S-adenosylmethionine decarboxylase proenzyme,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 D2,SINGLE PROTEIN,AR
Homo sapiens,Nuclear body protein SP140-like protein,SINGLE PROTEIN,AR
Homo sapiens,HSP60/HSP10,PROTEIN COMPLEX,AR
Homo sapiens,FASN/HER2,PROTEIN COMPLEX,AR
Homo sapiens,DNA-PK/Ku70/Ku85,PROTEIN COMPLEX,AR
Mus musculus,GATA4/NKX2-5,PROTEIN COMPLEX,AR
Escherichia coli,GroEL/GroES,PROTEIN COMPLEX,AR
Homo sapiens,Aurora-C/INCENP,PROTEIN COMPLEX,AR
Rattus norvegicus,Ionotropic glutamate receptor NMDA1/2B,PROTEIN COMPLEX,AR
Rattus norvegicus,Ionotropic glutamate receptor NMDA1/2A/2B,PROTEIN COMPLEX,AR
Homo sapiens,AMP-activated protein kinase alpha-2/beta-2/gamma-2,PROTEIN COMPLEX,AR
Homo sapiens,AMP-activated protein kinase alpha-2/beta-1/gamma-3,PROTEIN COMPLEX,AR
Homo sapiens,AMP-activated protein kinase alpha-1/beta-2/gamma-3,PROTEIN COMPLEX,AR
Homo sapiens,AMP-activated protein kinase alpha-1/beta-2/gamma-2,PROTEIN COMPLEX,AR
Homo sapiens,L-type calcium channel alpha-1c/beta-2/alpha2delta-1,PROTEIN COMPLEX,AR
Homo sapiens,CDK12/Cyclin K,PROTEIN COMPLEX,AR
Homo sapiens,BRAF/CRAF,PROTEIN COMPLEX,AR
Rattus norvegicus,Lysophosphatidic acid receptor 5,SINGLE PROTEIN,AR
Canis lupus familiaris,Muscarinic acetylcholine receptor,SINGLE PROTEIN,AR
Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL194 / M139) (Aspergillus nidulans),Uncharacterized protein,SINGLE PROTEIN,AR
Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Carboxypeptidase Y,SINGLE PROTEIN,AR
Escherichia coli (strain K12),Aspartate--tRNA ligase,SINGLE PROTEIN,AR
Escherichia coli (strain K12),Lipopolysaccharide heptosyltransferase 1,SINGLE PROTEIN,AR
Escherichia coli (strain K12),"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",SINGLE PROTEIN,AR
Ostrinia furnacalis,Beta-hexosaminidase,SINGLE PROTEIN,AR
Trypanosoma cruzi (strain CL Brener),"Carbonic anhydrase-like protein, putative",SINGLE PROTEIN,AR
Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),Enoyl-(Acyl-carrier-protein) reductase II,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribose glycohydrolase MACROD2,SINGLE PROTEIN,AR
Rattus norvegicus,Proto-oncogene tyrosine-protein kinase receptor Ret,SINGLE PROTEIN,AR
Homo sapiens,AH receptor-interacting protein,SINGLE PROTEIN,AR
Homo sapiens,Importin-5,SINGLE PROTEIN,AR
Homo sapiens,Phosphoribosylformylglycinamidine synthase,SINGLE PROTEIN,AR
Homo sapiens,Actin-related protein 2/3 complex subunit 1B,SINGLE PROTEIN,AR
Homo sapiens,Actin-related protein 2/3 complex subunit 2,SINGLE PROTEIN,AR
Homo sapiens,Actin-related protein 2/3 complex subunit 5,SINGLE PROTEIN,AR
Homo sapiens,Neuropilin-2,SINGLE PROTEIN,AR
Homo sapiens,General vesicular transport factor p115,SINGLE PROTEIN,AR
Homo sapiens,DnaJ homolog subfamily A member 2,SINGLE PROTEIN,AR
Homo sapiens,Hyaluronan mediated motility receptor,SINGLE PROTEIN,AR
Homo sapiens,Vesicle-trafficking protein SEC22b,SINGLE PROTEIN,AR
Homo sapiens,Nuclear pore complex protein Nup155,SINGLE PROTEIN,AR
Homo sapiens,Adenylyltransferase and sulfurtransferase MOCS3,SINGLE PROTEIN,AR
Homo sapiens,Sodium-dependent phosphate transport protein 2B,SINGLE PROTEIN,AR
Homo sapiens,Mitochondrial pyruvate carrier 2,SINGLE PROTEIN,AR
Homo sapiens,AP-2 complex subunit alpha-1,SINGLE PROTEIN,AR
Homo sapiens,Polymeric immunoglobulin receptor,SINGLE PROTEIN,AR
Homo sapiens,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,SINGLE PROTEIN,AR
Homo sapiens,60S acidic ribosomal protein P2,SINGLE PROTEIN,AR
Homo sapiens,Signal recognition particle 19 kDa protein,SINGLE PROTEIN,AR
Sus scrofa,Tartrate-resistant acid phosphatase type 5,SINGLE PROTEIN,AR
Rattus norvegicus,"Solute carrier family 2, facilitated glucose transporter member 2",SINGLE PROTEIN,AR
Bos taurus,Aggrecan core protein,SINGLE PROTEIN,AR
Homo sapiens,Rho-related GTP-binding protein RhoQ,SINGLE PROTEIN,AR
Rattus norvegicus,Complement factor D,SINGLE PROTEIN,AR
Homo sapiens,Long-chain-fatty-acid--CoA ligase 1,SINGLE PROTEIN,AR
Homo sapiens,Catenin alpha-1,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribosylation factor-like protein 2,SINGLE PROTEIN,AR
Homo sapiens,V-type proton ATPase catalytic subunit A,SINGLE PROTEIN,AR
Homo sapiens,Acidic leucine-rich nuclear phosphoprotein 32 family member A,SINGLE PROTEIN,AR
Homo sapiens,"Trifunctional enzyme subunit alpha, mitochondrial",SINGLE PROTEIN,AR
Homo sapiens,Mannan-binding lectin serine protease 1,SINGLE PROTEIN,AR
Mus musculus,Nuclear receptor subfamily 2 group C member 2,SINGLE PROTEIN,AR
Homo sapiens,"39S ribosomal protein L19, mitochondrial",SINGLE PROTEIN,AR
Homo sapiens,T-complex protein 1 subunit theta,SINGLE PROTEIN,AR
Homo sapiens,"39S ribosomal protein L12, mitochondrial",SINGLE PROTEIN,AR
Homo sapiens,Delta-1-pyrroline-5-carboxylate synthase,SINGLE PROTEIN,AR
Homo sapiens,Signal recognition particle 54 kDa protein,SINGLE PROTEIN,AR
Homo sapiens,NEDD8-conjugating enzyme Ubc12,SINGLE PROTEIN,AR
Sus scrofa,Myosin-7,SINGLE PROTEIN,AR
Homo sapiens,"Phosphate carrier protein, mitochondrial",SINGLE PROTEIN,AR
Mus musculus,Neurogenic locus notch homolog protein 1,SINGLE PROTEIN,AR
Homo sapiens,Serine/arginine-rich splicing factor 1,SINGLE PROTEIN,AR
Homo sapiens,Sodium-dependent phosphate transporter 2,SINGLE PROTEIN,AR
Homo sapiens,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,SINGLE PROTEIN,AR
Homo sapiens,Interleukin enhancer-binding factor 2,SINGLE PROTEIN,AR
Homo sapiens,Serine/arginine-rich splicing factor 9,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 3 subunit I,SINGLE PROTEIN,AR
Homo sapiens,Caprin-1,SINGLE PROTEIN,AR
Homo sapiens,Serum paraoxonase/arylesterase 2,SINGLE PROTEIN,AR
Homo sapiens,Serum paraoxonase/lactonase 3,SINGLE PROTEIN,AR
Homo sapiens,Poly(rC)-binding protein 1,SINGLE PROTEIN,AR
Homo sapiens,Poly(rC)-binding protein 2,SINGLE PROTEIN,AR
Homo sapiens,Leucine-rich repeat flightless-interacting protein 1,SINGLE PROTEIN,AR
Mus musculus,NLR family CARD domain-containing protein 4,SINGLE PROTEIN,AR
Leishmania major,Dihydroorotate dehydrogenase (fumarate),SINGLE PROTEIN,AR
Rattus norvegicus,Diacylglycerol O-acyltransferase 2,SINGLE PROTEIN,AR
Homo sapiens,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,SINGLE PROTEIN,AR
Mus musculus,Mitogen-activated protein kinase kinase kinase 12,SINGLE PROTEIN,AR
Mus musculus,Sodium-dependent phosphate transport protein 2A,SINGLE PROTEIN,AR
Homo sapiens,Tensin-3,SINGLE PROTEIN,AR
Homo sapiens,Dynamin-binding protein,SINGLE PROTEIN,AR
Mus musculus,Heparanase,SINGLE PROTEIN,AR
Homo sapiens,Zinc finger CCCH-type antiviral protein 1,SINGLE PROTEIN,AR
Homo sapiens,Neuroepithelial cell-transforming gene 1 protein,SINGLE PROTEIN,AR
Homo sapiens,E3 ubiquitin-protein ligase HUWE1,SINGLE PROTEIN,AR
Mus musculus,Sodium-dependent phosphate transport protein 2C,SINGLE PROTEIN,AR
Mus musculus,Synaptic vesicular amine transporter,SINGLE PROTEIN,AR
Homo sapiens,Trafficking protein particle complex subunit 5,SINGLE PROTEIN,AR
Homo sapiens,DCN1-like protein 3,SINGLE PROTEIN,AR
Homo sapiens,Protein mono-ADP-ribosyltransferase PARP9,SINGLE PROTEIN,AR
Rattus norvegicus,Sodium-dependent phosphate transport protein 2C,SINGLE PROTEIN,AR
Homo sapiens,Sodium-dependent phosphate transport protein 2C,SINGLE PROTEIN,AR
Homo sapiens,"Solute carrier family 2, facilitated glucose transporter member 14",SINGLE PROTEIN,AR
Homo sapiens,Sodium-dependent phosphate transporter 1,SINGLE PROTEIN,AR
Homo sapiens,C-C motif chemokine 17,SINGLE PROTEIN,AR
Homo sapiens,Acidic leucine-rich nuclear phosphoprotein 32 family member B,SINGLE PROTEIN,AR
Homo sapiens,Rho guanine nucleotide exchange factor 1,SINGLE PROTEIN,AR
Homo sapiens,Far upstream element-binding protein 1,SINGLE PROTEIN,AR
Homo sapiens,Pyrroline-5-carboxylate reductase 2,SINGLE PROTEIN,AR
Homo sapiens,Nuclear receptor-binding factor 2,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribose glycohydrolase MACROD1,SINGLE PROTEIN,AR
Homo sapiens,DCN1-like protein 5,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 2A,SINGLE PROTEIN,AR
Homo sapiens,(E3-independent) E2 ubiquitin-conjugating enzyme,SINGLE PROTEIN,AR
Homo sapiens,Arsenite methyltransferase,SINGLE PROTEIN,AR
Sus scrofa,Glucocorticoid receptor,SINGLE PROTEIN,AR
Homo sapiens,"Fructose-2,6-bisphosphatase TIGAR",SINGLE PROTEIN,AR
Homo sapiens,GTP-binding protein SAR1a,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribosylation factor-like protein 8B,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribose glycohydrolase ARH3,SINGLE PROTEIN,AR
Homo sapiens,"Solute carrier family 2, facilitated glucose transporter member 8",SINGLE PROTEIN,AR
Homo sapiens,Constitutive coactivator of PPAR-gamma-like protein 1,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 25,SINGLE PROTEIN,AR
Homo sapiens,ADP-ribose glycohydrolase OARD1,SINGLE PROTEIN,AR
Homo sapiens,YTH domain-containing family protein 2,SINGLE PROTEIN,AR
Homo sapiens,Signal recognition particle receptor subunit beta,SINGLE PROTEIN,AR
Homo sapiens,Heterogeneous nuclear ribonucleoprotein Q,SINGLE PROTEIN,AR
Homo sapiens,"Pyrroline-5-carboxylate reductase 1, mitochondrial",SINGLE PROTEIN,AR
Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Mitogen-activated protein kinase HOG1,SINGLE PROTEIN,AR
Homo sapiens,Heterogeneous nuclear ribonucleoprotein H2,SINGLE PROTEIN,AR
Homo sapiens,Heterogeneous nuclear ribonucleoprotein U,SINGLE PROTEIN,AR
Homo sapiens,Heterogeneous nuclear ribonucleoprotein D0,SINGLE PROTEIN,AR
Homo sapiens,Nucleolar RNA helicase 2,SINGLE PROTEIN,AR
Homo sapiens,Eukaryotic translation initiation factor 6,SINGLE PROTEIN,AR
Homo sapiens,Proteasome activator complex subunit 3,SINGLE PROTEIN,AR
Rattus norvegicus,Sodium-dependent phosphate transport protein 2A,SINGLE PROTEIN,AR
Homo sapiens,Lysine-specific demethylase 5A/5B,PROTEIN FAMILY,AR
Mus musculus,Tumor necrosis factor ligand superfamily member 11/11A,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Heat shock protein HSP 90-alpha/Hsp90 co-chaperone Cdc37,PROTEIN COMPLEX,AR
Homo sapiens,Heat shock protein HSP 90-beta/Hsp90 co-chaperone Cdc37,PROTEIN COMPLEX,AR
Homo sapiens,Eukaryotic translation initiation factor 4E/Eukaryotic translation initiation factor 4E-binding protein 1,PROTEIN-PROTEIN INTERACTION,AR
Mus musculus,Inhibitor of nuclear factor kappa-B kinase subunit alpha/beta,PROTEIN COMPLEX,AR
Homo sapiens,APC/Asef,PROTEIN COMPLEX,AR
Mus musculus,TBK1/IKBKE,PROTEIN FAMILY,AR
Rattus norvegicus,KEAP1/NRF2,PROTEIN COMPLEX,AR
Homo sapiens,Cereblon/Ikaros,PROTEIN COMPLEX,AR
Mus musculus,KEAP1/NRF2,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,HIF1A/p300/CREB-binding protein,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Sharpin/RBCK1/RNF31,PROTEIN COMPLEX,AR
Homo sapiens,GRIA1/CACNG8,PROTEIN COMPLEX,AR
Homo sapiens,GRIA1/CACNG2,PROTEIN COMPLEX,AR
Homo sapiens,von Hippel-Lindau disease tumor suppressor/Elongin-C/Elongin-B/HIF1A,PROTEIN COMPLEX,AR
Homo sapiens,Androgen receptor/Baculoviral IAP repeat-containing protein 2,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Baculoviral IAP repeat-containing protein 2/BCR/ABL,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,E3 ubiquitin-protein ligase XIAP/BCR/ABL,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Baculoviral IAP repeat-containing protein 3/Huntingtin,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,KEAP1/Microtubule-associated protein tau,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,KEAP1/Cullin-3/Microtubule-associated protein tau,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Cullin-3/Microtubule-associated protein tau,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Cereblon/BCR/ABL,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,von Hippel-Lindau disease tumor suppressor/Receptor-interacting serine/threonine-protein kinase 2,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,von Hippel-Lindau disease tumor suppressor/Steroid hormone receptor ERR1,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,von Hippel-Lindau disease tumor suppressor/Inhibitor of nuclear factor kappa-B kinase subunit epsilon,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Cereblon/NPM/ALK,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Cereblon/Aiolos,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Cereblon/GSPT1,PROTEIN-PROTEIN INTERACTION,AR
Homo sapiens,Protein-cysteine N-palmitoyltransferase HHAT,SINGLE PROTEIN,AR
Homo sapiens,Tripartite motif-containing protein 66,SINGLE PROTEIN,AR
Mus musculus,Microtubule-associated protein tau,SINGLE PROTEIN,AR
Escherichia coli (strain K12),KHG/KDPG aldolase,SINGLE PROTEIN,AR
Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 /NBRC 100139 / OT-3),Glutamate transporter homolog,SINGLE PROTEIN,AR
Rattus norvegicus,Diphosphomevalonate decarboxylase,SINGLE PROTEIN,AR
Homo sapiens,Anthrax toxin receptor 2,SINGLE PROTEIN,AR
Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),Probable arabinosyltransferase A,SINGLE PROTEIN,AR
Homo sapiens,TEC family kinase,PROTEIN FAMILY,AR
Homo sapiens,mTORC1,PROTEIN COMPLEX,AR
Homo sapiens,mTOR/FKBP12A/FKBP12B,PROTEIN COMPLEX,AR
Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus),RNA-directed RNA polymerase L,SINGLE PROTEIN,AR
Rattus norvegicus,"Glycogen [starch] synthase, muscle",SINGLE PROTEIN,AR
Homo sapiens,PH and SEC7 domain-containing protein 1,SINGLE PROTEIN,AR
Drosophila melanogaster,3-oxoacyl-[acyl-carrier-protein] reductase,SINGLE PROTEIN,AR
Homo sapiens,Dynamin-1-like protein,SINGLE PROTEIN,AR
Homo sapiens,Importin subunit alpha-4,SINGLE PROTEIN,AR
Mus musculus,Glutathione S-transferase omega-1,SINGLE PROTEIN,AR
Homo sapiens,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SINGLE PROTEIN,AR
Mus musculus,Proteasome subunit beta type-10,SINGLE PROTEIN,AR
Homo sapiens,Pendrin,SINGLE PROTEIN,AR
Homo sapiens,"Keratin, type II cuticular Hb6",SINGLE PROTEIN,AR
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Carboxylesterase/lipase Culp6,SINGLE PROTEIN,AR
Mus musculus,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,SINGLE PROTEIN,AR
Homo sapiens,Perilipin-3,SINGLE PROTEIN,AR
Mus musculus,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,SINGLE PROTEIN,AR
Homo sapiens,Carboxypeptidase D,SINGLE PROTEIN,AR
Mus musculus,Krueppel-like factor 10,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 19,SINGLE PROTEIN,AR
JC polyomavirus,Large T antigen,SINGLE PROTEIN,AR
Mus musculus,Band 3 anion transport protein,SINGLE PROTEIN,AR
Staphylococcus aureus,Arsenate reductase,SINGLE PROTEIN,AR
Homo sapiens,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",SINGLE PROTEIN,AR
Oryctolagus cuniculus,L-lactate dehydrogenase B chain,SINGLE PROTEIN,AR
Homo sapiens,Histidine decarboxylase,SINGLE PROTEIN,AR
Homo sapiens,Pleiotrophin,SINGLE PROTEIN,AR
Rattus norvegicus,Mast cell carboxypeptidase A,SINGLE PROTEIN,AR
Mus musculus,Myeloid differentiation primary response protein MyD88,SINGLE PROTEIN,AR
Mus musculus,Proteinase-activated receptor 1,SINGLE PROTEIN,AR
Homo sapiens,Stress-induced-phosphoprotein 1,SINGLE PROTEIN,AR
Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM14847 / LMG 12228 / 1C / PRS 101 / PAO1),Biotin carboxylase,SINGLE PROTEIN,AR
Homo sapiens,Chloride anion exchanger,SINGLE PROTEIN,AR
Homo sapiens,"Serine--tRNA ligase, cytoplasmic",SINGLE PROTEIN,AR
Homo sapiens,Transcriptional repressor CTCF,SINGLE PROTEIN,AR
Homo sapiens,Granzyme M,SINGLE PROTEIN,AR
Homo sapiens,Heterogeneous nuclear ribonucleoprotein F,SINGLE PROTEIN,AR
Homo sapiens,Ataxin-3,SINGLE PROTEIN,AR
Homo sapiens,Ornithine decarboxylase antizyme 1,SINGLE PROTEIN,AR
Homo sapiens,"Glycogen [starch] synthase, liver",SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-conjugating enzyme E2 G2,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin-60S ribosomal protein L40,SINGLE PROTEIN,AR
Homo sapiens,"Keratin, type II cuticular Hb3",SINGLE PROTEIN,AR
Homo sapiens,"Keratin, type II cuticular Hb5",SINGLE PROTEIN,AR
Rattus norvegicus,TGF-beta receptor type-1,SINGLE PROTEIN,AR
Mus musculus,Rho-related GTP-binding protein RhoG,SINGLE PROTEIN,AR
Rattus norvegicus,Nuclear receptor subfamily 4 group A member 2,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 17-like protein 24,SINGLE PROTEIN,AR
Homo sapiens,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,SINGLE PROTEIN,AR
Homo sapiens,Transcription factor Dp-1,SINGLE PROTEIN,AR
Homo sapiens,"Keratin, type II cuticular Hb1",SINGLE PROTEIN,AR
Homo sapiens,Separin,SINGLE PROTEIN,AR
Homo sapiens,StAR-related lipid transfer protein 3,SINGLE PROTEIN,AR
Homo sapiens,Transcription factor NF-E2 45 kDa subunit,SINGLE PROTEIN,AR
Homo sapiens,La-related protein 7,SINGLE PROTEIN,AR
Mus musculus,PH and SEC7 domain-containing protein 1,SINGLE PROTEIN,AR
Homo sapiens,Cytosolic carboxypeptidase 6,SINGLE PROTEIN,AR
Mus musculus,StAR-related lipid transfer protein 3,SINGLE PROTEIN,AR
Rattus norvegicus,Oxysterols receptor LXR-alpha,SINGLE PROTEIN,AR
Mus musculus,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,SINGLE PROTEIN,AR
Homo sapiens,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,SINGLE PROTEIN,AR
Homo sapiens,"Acylpyruvase FAHD1, mitochondrial",SINGLE PROTEIN,AR
Mus musculus,NAD(+) hydrolase SARM1,SINGLE PROTEIN,AR
Homo sapiens,NAD(+) hydrolase SARM1,SINGLE PROTEIN,AR
Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 30,SINGLE PROTEIN,AR
Rattus norvegicus,Voltage-dependent calcium channel gamma-2 subunit,SINGLE PROTEIN,AR
Homo sapiens,Solute carrier family 26 member 9,SINGLE PROTEIN,AR
Homo sapiens,Mitochondrial antiviral-signaling protein,SINGLE PROTEIN,AR
Mus musculus,Mannosyl-oligosaccharide glucosidase,SINGLE PROTEIN,AR
Homo sapiens,Glycerol-3-phosphate acyltransferase 4,SINGLE PROTEIN,AR
Homo sapiens,Calcium-activated potassium channel subunit beta-4,SINGLE PROTEIN,AR
Mus musculus,Ovarian cancer G-protein coupled receptor 1,SINGLE PROTEIN,AR
Mus musculus,MAP/microtubule affinity-regulating kinase 4,SINGLE PROTEIN,AR
Mus musculus,Solute carrier family 26 member 6,SINGLE PROTEIN,AR
Bos taurus,Diacylglycerol O-acyltransferase 1,SINGLE PROTEIN,AR
Homo sapiens,Bifunctional peptidase and arginyl-hydroxylase JMJD5,SINGLE PROTEIN,AR
Homo sapiens,Prolyl 3-hydroxylase OGFOD1,SINGLE PROTEIN,AR
Homo sapiens,Kinesin-like protein KIF18A,SINGLE PROTEIN,AR
Mus musculus,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,SINGLE PROTEIN,AR
Mus musculus,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,SINGLE PROTEIN,AR
Rattus norvegicus,Voltage-dependent calcium channel gamma-8 subunit,SINGLE PROTEIN,AR
